image_id,label,tags,fmt,sel,sel_kind,sel_src,in_p1,in_p2,n_p1,n_p2,p1,p2,kinds,ocr,sec,two,et,file,pred,long,strat,stage
002559,2022-04-01,,YYYY.MM.DD,2022-04-07,YYYY,p2,True,False,1,1,2022-04-01,2022-04-07,YYYY,40 .g 144 kcai  nd || Eas 288 PU8 L DE ST || 884 18 2285 EE EIRE 2/g8 WI829 A  2   SA GUGIN E 98 5 geAES Omg  09 30 0 0 || 2022. 04 || 2500 || 40 40.g 144 Kcai  ndy || E 288 S08  S IT || 8 84 2 S  S  E32E  AXE2  SA 2SN 22 98 5  FET BOXMOO 30 0 0 || 2022.0 04 || 9 || 45-845 4220 || 2022.04.01 || YD,5.6,False,일만틀림,002559.jpg,2022-04-07,640,small,B 1패스엔 있었는데 2패스가 지움
002561,2022-10-21,,YYYY.MM.DD,NONE-10-21,MMDD,p1@640,False,False,1,1,NONE-10-21,NONE-10-21,MMDD,2 4  WE 488 Z A JUST CANDY CA  4899 4.482 S A 200g 720kcal    M  -85678 R8C1  a4 o  S LE g2 28 00  2   4 E  100 9360 8439 || Mindestens holb 8718469 20912 || 043D92VT014 2432-10-21 200ge,2.6,False,연도만틀림,002561.jpg,NONE-10-21,640,small,C 후보는 있는데 전부 오답(오독)
002571,2021-05-07,2,YYYY.MM.DD,2021-01-08,YYYY,p2,True,False,2,2,2021-01-08;2021-05-07,2021-01-08,YYYY,2021.05.07A 2021.01.08 M A RIRMNERESE CERUNTRRERERSIE ||  A,1.8,True,월/일틀림,002571.jpg,2021-01-08,640,small,B 1패스엔 있었는데 2패스가 지움
002581,2021-11-17,,YYYY.MM.DD,2021-01-17,YYYY,p2,False,False,1,1,2021-01-17,2021-01-17,YYYY,9 488 E ES      9 M2 8117 BRH  871: BE 871  200 Gg 2ESN7I  100       201 1 x  2021.1 17 488202 SA 12  1 41-956-1434 20050471173-177,2.9,False,월/일틀림,002581.jpg,2021-01-17,640,small,C 후보는 있는데 전부 오답(오독)
002600,NONE,m,none,2020-10-21,YYYY,p2,False,False,1,1,2020-10-21,2020-10-21,YYYY,T NEWSUGAR U ||  HEN || 60g || NIg: 2020. 10.21,1.2,False,라벨NONE인데답함,002600.jpg,2020-10-21,1294,mid,C 후보는 있는데 전부 오답(오독)
002601,NONE,m,none,2020-10-21,YYYY,p2,False,False,1,1,2020-10-21,2020-10-21,YYYY,TT2H ||  || TI9 :2020.10.21,1.4,False,라벨NONE인데답함,002601.jpg,2020-10-21,640,small,C 후보는 있는데 전부 오답(오독)
002605,2023-11-17,dl,DD.MM.YY,NONE,,,False,False,0,0,,,,EY ol  MA Ta M W th   Canre 500 g  1 1b PESO O LIQUIDO ||   A  C  Ds cncuoar 15t17 172111 171711-23 Lotto 00220322 || PESO LQUDO         oe ae   e   00g 116 PESO LIQUIDO ||     on       Do  n Lit   i 12 Lo 2 || LY C    WY Ta Caa to 500 g  1. 1b PESO   LIQUIDO || I  C A  D ce || 1517111 Lotto 0021522,10.7,False,NONE,002605.jpg,NONE,640,small,D 후보 없음(미검출/전부 미인식)
002610,2021-07-11,2,DD.MM.YYYY,2020-11-13,DMY4,p1@640,False,False,1,1,2020-11-13,2020-11-13,DMY4,4 || e de gretece avant lie PRO:13.11.2020 H14 F318 paysan BRETON,1.0,True,전부틀림,002610.jpg,2020-11-13,640,small,C 후보는 있는데 전부 오답(오독)
002617,2022-05-04,,YYYY.MM.DD,2020-02-20,SP_DMY,p1@1024,False,False,1,1,2020-02-20,2020-02-20,SP_DMY,2 20 2 2 A A A A  A A 2 || 20 2 2  N A A   A A 2 A 2  2 2 A || 20 A 2 I N  A 20 20 A 2 || 20 20 2  2 A A A N A N0 2 2 A 2 2 A 2 A,3.7,False,전부틀림,002617.jpg,2020-02-20,1358,mid,C 후보는 있는데 전부 오답(오독)
002629,2023-05-NONE,,MM.YYYY,2023-05-20,DMY4,p2,False,False,2,4,2023-02-20;2023-05-02,2023-02-20;2023-05-20,DMY4;YYYY,2 05.2023 2 20       OKO   D S D PE  S S  8 C D H  || D9482,3.3,False,일만틀림,002629.jpg,2023-05-20,1460,mid,C 후보는 있는데 전부 오답(오독)
002644,2022-11-NONE,,MM.YYYY,NONE,,,False,False,0,0,,,, || H  CO.KG kolade.de weight: Germany Crotoune 95 A 8 Salz / Salt Eiweiss/Protein davon Zucker / frosugar vete20  Kya /C Brennwert/Energy 2190kJ/526 kcal Fett/Fat N hrwerte/ Nutritonal value1   11.2822121452  46 8g 32 6g 0 01g 41 9 9 6.39 Kuvertiresch und im Wasserbad Milch achten  Aindestens Kuver,10.0,False,NONE,002644.jpg,NONE,640,small,D 후보 없음(미검출/전부 미인식)
002650,2021-07-01,,DD.MM.YYYY,NONE,,,False,False,0,0,,,, CHOCMP BOWWM COOKE E ||  CHOCC BRW CNE  E ||  CHOCHP ROWMM COOKE  E ||  CHOCHI ROWM COOK   ||  CHOCICP ROWE COOKE  E ||  CHOCCM ROWW COOKE EA,4.7,False,NONE,002650.jpg,NONE,640,small,D 후보 없음(미검출/전부 미인식)
002655,2021-03-25,,YY.MM.DD,2021-03-20,YY,p2,True,False,1,1,2021-03-25,2021-03-20,YY,21.03.25MOAGb || S,0.9,False,일만틀림,002655.jpg,2021-03-20,1876,mid,B 1패스엔 있었는데 2패스가 지움
002666,2021-03-26,,DD MON YYYY,2021-03-NONE,MON_Y,p2,False,False,1,1,2021-03-06,2021-03-NONE,MON_Y,P  tstofe/Me/ibre/ 3.1 || Salt/Sel/Saz Zout/ Sodio 3.1 || Bs feere 1.0 ||   AR 2021 L20086 || T || PPotin  ttfeeie 3.1 || al /Sel/ az sioa 3.1 || rt doa 1.0 || Z AR 2021 L20086 || T  || P  3.1 || Sal/Sel/ Saz Zut/S 3.1 || B fe 1.0 || L20086 6MR 2021 || Tel  016240215  ||  PotenP 3.1 || Sal/ Sel/ Saz,4.3,False,일만틀림,002666.jpg,2021-03-NONE,640,small,C 후보는 있는데 전부 오답(오독)
002684,2021-12-03,,DD.MM.YYYY,2027-12-03,DMY4,p2,True,False,1,1,2021-12-03,2027-12-03,DMY4,CAL: 141/160 BEST BY:03/12/2021 || LOT: SIV 1/19/1,0.9,False,연도만틀림,002684.jpg,2027-12-03,640,small,B 1패스엔 있었는데 2패스가 지움
002687,NONE,,none,2021-02-02,YYYY,p2,False,False,1,1,2021-02-02,2021-02-02,YYYY,021.02.02 || -6HLT ||   || ,0.9,False,라벨NONE인데답함,002687.jpg,2021-02-02,2048,large,C 후보는 있는데 전부 오답(오독)
002694,2021-04-19,,YYYY.MM.DD,NONE,,,False,False,0,0,,,,202104.19A || PV || ASY || BU || PIG || IN || THE || GARDEN || SALAD for MEAL || HEE || C || Mile || 0 21574 Ca s || 202104.19A || ev || ASY || CU || PIG || IN || THE || GARDEN || SALAD for MEAL || H3 || to || a || 0  257   || 202104.19A || LOLTH || S || PIG || IN || THE || GARDEN || SALAD for MEAL ,6.4,False,NONE,002694.jpg,NONE,640,small,D 후보 없음(미검출/전부 미인식)
002700,2021-08-23,,YYYY.MM.DD,2020-04-23,SP_DMY,p2,True,False,1,1,2021-08-23,2020-04-23,SP_DMY,718oll 8a7 Seaweed Snack i e Snae 00 L HA  134 || DHA 15mg   2021.08.23 OH 437 20 gkal ,1.3,False,전부틀림,002700.jpg,2020-04-23,640,small,B 1패스엔 있었는데 2패스가 지움
002704,2022-10-29,,YYYY.MM.DD,2022-10-02,YYYY,p2,False,False,1,1,2022-10-02,2022-10-02,YYYY, PR E OUKWR 1342 || 1S || PRUIT SOE UP E9 MAGSS 0259 LVL || LOL DONA iNR BE9 || A 259 || PERFETTI BERTB H || O  || 2022110/ || E || U TU || PERFET  ||   || 2022/10/2,2.1,False,일만틀림,002704.jpg,2022-10-02,640,small,C 후보는 있는데 전부 오답(오독)
002707,2022-01-20,d,DD.MM.YY,NONE,,,False,False,0,0,,,,1.00 || 28 || o || Skittles || pe || ERAS || 7102H6X || BEST BEFORE:  DD/MM/YY  ||  2100 /00/00 || 24 3ES || 1.000 ||  || Skittles || ape || MbeRRy || 7 02H6 || BEST BEFORE:  DD/MM/YY  ||  00 /00/00 LTh || 743E S || 1.000 ||  || Skittles || Rape ||  beRy || 7102678 || BEST BEFORE:  DD/MM/YY  || 00/0,12.1,False,NONE,002707.jpg,NONE,1226,mid,D 후보 없음(미검출/전부 미인식)
002708,2020-01-22,,YY.MM.DD,2021-08-06,SP_DMY,p1@640,False,False,1,1,2021-08-06,2021-08-06,SP_DMY,2. || 5 || HE Skittles || BEST BEFORE  DD/MM/YY  887102 6  8 0021/002/00 || 643E2YRESR 21,1.2,False,전부틀림,002708.jpg,2021-08-06,640,small,C 후보는 있는데 전부 오답(오독)
002713,2021-10-22,,DD.MM.YYYY,2021-12-12,YYYY,p2,True,True,1,2,2021-10-22,2021-10-22;2021-12-12,DMY4;YYYY,0E0LF3  0.83 0.64   1 150 g  720 kcal  || EXPIRE DATE: 22/10/2021 12:15,1.4,False,월/일틀림,002713.jpg,2021-12-12,1235,mid,A 2패스 후보에 정답 있음(선택 실패)
002714,2021-10-22,?b,DD.MM.YYYY,2021-12-12,YYYY,p2,True,True,1,2,2021-10-22,2021-10-22;2021-12-12,DMY4;YYYY,0EDL 0810.6 || EXPIRE DATE: 22/10/2021 12:15,1.2,False,월/일틀림,002714.jpg,2021-12-12,640,small,A 2패스 후보에 정답 있음(선택 실패)
002717,2022-03-01,,YYYY.MM.DD,NONE,,,False,False,0,0,,,,SNAR FARM || ORGER || JAPEycu || JD 84188 80g || 270 kca  || SNA  FARM MAARSAM  8O uga10g AEO MOH 02 80 C || ORGER OlT || t || 0 m || ETH || HTE IOHA || PP RA OO  Lia8g 2270 cal  E 63 5T-380 LE 20mg 38  19  1 2HD LI || SNA FARM MAN 8g L810g MI2O  Ho2 80 a || ORGER OJT || X || LoluH || ITH || SHP EON,12.3,False,NONE,002717.jpg,NONE,1464,mid,D 후보 없음(미검출/전부 미인식)
002724,2019-12-20,,YY.MM.DD,NONE,,,False,False,0,0,,,,91854 82-0424-19 1253 BEST BEFORE 19/12120 B12 || 0174 8-02419 125-3 BEST BEFORE 111210 B12 || 91834 8-2-0424-19 1253 BEST BEFORE 19112120 B12 || 917834 8-2-0424-19 15-3 BEST BEFORE 19712120 B12 || 917854 8-2-0424-19 125-3 BEST BEFORE 19/12120 B12 || 917854 82-0424-191253 BEST BEFORE 19/12120 B12,4.6,False,NONE,002724.jpg,NONE,640,small,D 후보 없음(미검출/전부 미인식)
002727,NONE,,none,2017-03-22,YY,p2,False,False,1,1,2017-03-22,2017-03-22,YY,L0076 || 17.03.22 || 04:55 L007,1.1,False,라벨NONE인데답함,002727.jpg,2017-03-22,640,small,C 후보는 있는데 전부 오답(오독)
002737,2021-06-12,,DD.MM.YYYY,NONE-12-06,MMDD,p2,False,False,1,1,NONE-12-06,NONE-12-06,MMDD,UIR || Spanish Cheese Plate: Manchego Cheese. Iberico Cheese || and Goat Cheese || Manchego Cheese. made of sheep s pasteurized milk. Lactic ferment. sait an || rennet. Goat Cheese made of goat s pasteurized milk. Lactic ferment. salt. || Calcium chLoride  food use  and rennet. Iberico Cheese: sheep,3.7,False,전부틀림,002737.jpg,NONE-12-06,1287,mid,C 후보는 있는데 전부 오답(오독)
002749,2020-12-NONE,,MM.YYYY,2020-12-17,DMY4,p2,True,False,1,1,2020-12-NONE,2020-12-17,DMY4,MAIN  A ||  01 08699502013063 ||  21 145GOV1T99XY2A ||  17  S.K.T. :12.2020 ||  10  9LB00463,1.2,False,일만틀림,002749.jpg,2020-12-17,1134,mid,B 1패스엔 있었는데 2패스가 지움
002755,2021-05-16,,YYYY.MM.DD,2022-12-01,YY,p1@1024,False,False,1,1,2022-12-01,2022-12-01,YY,N454648804E   ..  0 21012 XO12 25mg EHAXI0.5g0I  HX50 33  314 8LL - -x15-1-1 12 27 ||   HE   || DA   NUTRITOUS. WHOLESOME  SIMPLE  yumy  th   favorite a  n a lavor-or preservatives. 54858 70368 || N24368608  N. f  0139  EHEE O H21012 0 a25mg 33  M 818L R.5X- 8190O  3-1-4 5  22-12-1 19 2 t || good- D,4.7,False,전부틀림,002755.jpg,2022-12-01,960,mid,C 후보는 있는데 전부 오답(오독)
002762,2023-06-01,2,YYYY.MM.DD,2020-06-11,YYYY,p2,False,False,1,2,2020-06-01,2020-01-06;2020-06-11,DMY4;YYYY,  a  || 5014176000790 || Expiry Da   akaimo amise kupDa poa LOT HO: 86336 20206/0 2020/06/01   AKBAR || Pagainio m neData yatoci: || g  Ba      N 200/par 7.04 oz || 1 3asapreBars3-5 MYT  RLICHTA HHOMy CPT.  A Store in a coldry place.   Er  FULLY ATOALY ACKED ENC 334 .B Bya Mawwata  Cor Akbar Brother,2.5,True,전부틀림,002762.jpg,2020-06-11,640,small,C 후보는 있는데 전부 오답(오독)
002765,2021-03-16,,DD.MM.YYYY,2021-02-03,DMY4,p2,True,False,1,1,2021-03-16,2021-02-03,DMY4,UHY RAM CONODOL || e Aara || Best before || 16. 03. 2021 || BJ09172/01:06 || Stir well before use,1.4,False,월/일틀림,002765.jpg,2021-02-03,1024,mid,B 1패스엔 있었는데 2패스가 지움
002766,2021-03-16,,DD.MM.YYYY,NONE,,,False,False,0,0,,,,RAM || UHT || CD ra Best before || 1509372106 || Stir well before use || CAA || THN ||   rea Best before || 8508972106 || well before uspn || EAM || UHN || 8D Tra Best before || 15.97 2106 || Stir well before use || Do fotn || WV || LHN || SD Tra Best before || 15.97:21  06 || Ie || CAM || LHN || Tr,5.4,False,NONE,002766.jpg,NONE,640,small,D 후보 없음(미검출/전부 미인식)
002771,2021-10-10,,YYYY.MM.DD,2021-10-11,YYYY,dilate2/p1@640,False,False,1,1,2021-10-11,2021-10-11,YYYY,DO NOT USE IF ON IS UP || 2419  VBASHO 1882    C046  R.02-567-3471  W  0RE WR 4162 9640 Pa se 8  82  204 HISATOIE SDE IAE 4MR 1845 N04C D LHSE 190 g CE 3AH8810 PX M0  XA   CLAS S.P  OLICE  28 || 2021.10710 20214117:01 || DO NOT USE IF S TON IS UP || E19 HE DA E S BASHO ED 820   E20E   .02-567-3471  ,8.3,False,일만틀림,002771.jpg,2021-10-11,640,small,C 후보는 있는데 전부 오답(오독)
002773,2024-05-NONE,,MM.YYYY,2024-05-20,DMY4,p2,True,False,1,1,2024-05-NONE,2024-05-20,DMY4,NETOLEWICHT PESO LIGUIDO NET WEIGHT POIBS NET 120 g 05.2024 L1303 UITGEDEEOICHT PEso ESCRIO DRAINE WERGHT POIDS EGOUTTE 849 || 601010134010,1.4,False,일만틀림,002773.jpg,2024-05-20,640,small,B 1패스엔 있었는데 2패스가 지움
002775,2021-10-08,,YYYY.MM.DD,NONE,,,False,False,0,0,,,,POIDS NETE POIDS NE || BEST || LaLi 5 3  A Salt. Citric ad. Viner Must ait  Winar Ingredients: Water. || 8  y  || 1 || POIDS NETF POIDS NE || BEST || LaLi 4  A  T hgrodis: War Ingredientse: Water || a  8 || 1 || POIDSNET POIDSNE || LaLi F 3 2 S SE O USA N AB Salt  Citic Ad Vmer Mustard Soe Wina Ingr,6.4,False,NONE,002775.jpg,NONE,640,small,D 후보 없음(미검출/전부 미인식)
002777,2021-09-15,,YYYY.MM.DD,NONE-09-15,MMDD,p1@640,False,False,1,1,NONE-09-15,NONE-09-15,MMDD,BEST BY 221-09-15 || LaLi Ingredients:Vinegar. ||   Sus Salt. Tumenc a || P P RR SOU || mE || 11 m Aa,1.1,False,연도만틀림,002777.jpg,NONE-09-15,640,small,C 후보는 있는데 전부 오답(오독)
002784,2021-04-18,,DD.MM.YYYY,NONE-11-01,MMDD,p1@640,False,False,1,1,NONE-11-01,NONE-11-01,MMDD,EDAM CHEESE 40  || INGERDIENTS: PASTEUR. COW S MILK  SALT || KEEP REFRIGRADETED BETWEEN  4 C  7 C || CHARGE NR  52257099 || NL || Z0445 || EC || BEST BEFORE 717731 003003 0.300 kg ||  22A || X9O0EDAM || 440 1399   A727 47C75 7 744 240 4 AX11.01 AF180 0mg 27  E25.0g 45  4300G/1005316 Kca -308  E920mg,3.0,False,전부틀림,002784.jpg,NONE-11-01,960,mid,C 후보는 있는데 전부 오답(오독)
002785,2021-04-18,,DD.MM.YYYY,2021-08-18,DMY4,p2,False,False,1,1,2021-08-18,2021-08-18,DMY4,SNDBE || KEDRE STARTE CULTURERCO INGERD AM CHEESE 40  EDAM CHEESE 40  CHARGE NR 2 || BEST BEFORE 18-04-021 8717731003003 0.300 kg Z045 EC NL || B || EN RL L F E 9888  || REC || A INERE US EDAM CHEESE 40  EDAM CHEESE 40  CHARGENRE BEW || BEST  BEFORE 18-08-2021 8717737800303 0.300 kg  045 EEC || SHA ,2.6,False,월/일틀림,002785.jpg,2021-08-18,640,small,C 후보는 있는데 전부 오답(오독)
002787,2022-06-22,2,DD.MM.YYYY,2020-06-23,DMY4,p2,True,False,2,2,2020-06-23;2022-06-22,2020-06-23,DMY4,500 g E 1.1 b HS 50 i netol LASAGNE N.120 RICICLABILE all uovo INCARTO ESTERNO e tro  n re e   respn e apa  Ep. 22 06 2022 Prod. 23 06 2020 SERVIZIO CONSUMATORI susvieciegranro.f to Manacturedby www.granoro.it 05:41 L26M || PAA,2.4,True,전부틀림,002787.jpg,2020-06-23,640,small,B 1패스엔 있었는데 2패스가 지움
002797,2021-04-28,,YYYY.MM.DD,2021-04-29,YYYY,p2,True,False,1,1,2021-04-28,2021-04-29,YYYY,2 1 2 7 || 17450 || AHE TITXII SHRED PIZZA CHEESE 2021.04.28  19:09 Lur,1.4,False,일만틀림,002797.jpg,2021-04-29,1138,mid,B 1패스엔 있었는데 2패스가 지움
002798,2021-04-28,,YYYY.MM.DD,NONE,,,False,False,0,0,,,,12-250 || TXNE  SHRED PIZZA CHESE 818-202.20.02871 19.9 enmar || 948 || 12X 200 || NE  SHRED PIZZZACHEESE 81:21.20 19.0 Denmark || 59480 || 2 || 201 || o1 || TNE  SHRED PIZZA CHESE R8318:202.2..28X19.9 88 || 25 || 201 || TNE  SHRED PIZZACHEES 18182021.002819.00 B8 || 21 || TXAE  SHRED PIZZA CHEESE 8,4.7,False,NONE,002798.jpg,NONE,640,small,D 후보 없음(미검출/전부 미인식)
002800,2021-12-27,2,YYYY.MM.DD,2031-01-11,CMP6_DMY,p1@640,False,False,1,1,2031-01-11,2031-01-11,CMP6_DMY,110131 0/41 80,1.1,True,전부틀림,002800.jpg,2031-01-11,640,small,C 후보는 있는데 전부 오답(오독)
002805,2023-01-13,,YYYY.MM.DD,2023-01-19,YMD_GLUED,p2,False,False,1,1,2025-01-NONE,2023-01-19,YMD_GLUED,AH ||   4 3P F 221 224 92 A8200 500 mL01   0240 Sempio Lotus root   Burdock Tea 14:41 2025.01X13 2 011 24A 100 ,2.3,False,일만틀림,002805.jpg,2023-01-19,2048,large,C 후보는 있는데 전부 오답(오독)
002808,2021-12-29,,YYYY.MM.DD,2021-12-22,YYYY,p2,True,False,1,1,2021-12-29,2021-12-22,YYYY,INS  || 2021.12.29 P.4 20.56 2 || H 3401848 || 8 F,1.1,False,일만틀림,002808.jpg,2021-12-22,640,small,B 1패스엔 있었는데 2패스가 지움
002813,2021-04-02,,YYYY.MM.DD,NONE-04-02,MMDD,p1@640,False,False,1,1,NONE-04-02,NONE-04-02,MMDD,BARISTA || RULES R || 28712021 04.02,1.1,False,연도만틀림,002813.jpg,NONE-04-02,991,mid,C 후보는 있는데 전부 오답(오독)
002814,2021-04-02,,YYYY.MM.DD,NONE-04-08,MMDD,blur1/p1@640,False,False,1,1,NONE-04-08,NONE-04-08,MMDD,BABIETT 24710r 292-025.08 C || CABISTA 847101 1 S || BABLETA 24710r 7921 9250 f24ar 21 || BABLETA 34710 P771 9808 || BABIETA 347181 7973 04.08,4.1,False,전부틀림,002814.jpg,NONE-04-08,640,small,C 후보는 있는데 전부 오답(오독)
002815,2021-06-28,2,YYYY.MM.DD,2021-01-29,YYYY,p2,True,False,2,2,2021-01-29;2021-06-28,2021-01-29,YYYY,TIE AEat 71E143 2 || w   CA RE2 A  122012 AF70 013994 -5700  X  1522-4  HA || OOH || 100 gt 7  || E69g || 71t OE 2021.06.28 2021.01.29 00:10 A01 71 x  E EHAXO8 73 0 || F,2.2,True,월/일틀림,002815.jpg,2021-01-29,1022,mid,B 1패스엔 있었는데 2패스가 지움
002816,2021-06-28,2,YYYY.MM.DD,2020-02-10,SP_YMD,erode2/p1@640,False,False,1,1,2020-02-10,2020-02-10,SP_YMD,TXIE BEq  || 20 E 2 1  E 2 1222 BEEnCE || f 27  1399 5700  x152- || 98 20.21.01.28 0010 A01 Sas A OE Bg w.  74x1  E1 EMAY BAOmg x  24g  11 4918698 AXWO LE620 mg 100 gst 838 OOSE 7101 ||  215 || T1 E || Wo  O  12  2  || 5 0152 1 501 24 || 95 30.2108 0010 A0      24x1  EI E  Og X1 248  1 A   BA LHE 62,4.0,True,전부틀림,002816.jpg,2020-02-10,640,small,C 후보는 있는데 전부 오답(오독)
002826,2021-07-03,,DD MON YYYY,2021-06-12,YYYY,p1@1024,False,False,1,1,2021-06-12,2021-06-12,YYYY,03 JLL 2021 612 05:50 || 03JLL 2021 6.12 05:50,2.0,False,월/일틀림,002826.jpg,2021-06-12,1178,mid,C 후보는 있는데 전부 오답(오독)
002827,2021-07-03,,DD MON YYYY,NONE,,,False,False,0,0,,,,03 JLIL 812 05:50 2021 || 03JLIL 512 05:50 2021 || 03 JUL 812 05:50 2021 || Si 05150 2021 || 012 A 05   2021 || 03 JLIL 812 05:50 202,4.7,False,NONE,002827.jpg,NONE,640,small,D 후보 없음(미검출/전부 미인식)
002831,2022-05-21,,YYYY.MM.DD,NONE-05-21,MMDD,p2,False,False,1,1,NONE-05-21,NONE-05-21,MMDD,H ||  || O TEARALONG DOTTED  || SHAKE WELL BEFORE USE schrioulil || H ||  || OUS TEAR AON DO || OR E hioutE || pou ou OS TEAR ALONG DOTE  222214 .05.21 || SHAKE WILL BEFORE USE uehiouitheh || H || Coh TAR AEIE4 79219214 .05.21 || SHRARE WELL BEFORE USE || BR ||  u OUS TAR ALONG DOTTE N 022521 N || S,5.2,False,연도만틀림,002831.jpg,NONE-05-21,640,small,C 후보는 있는데 전부 오답(오독)
002840,2021-05-24,,YYYY.MM.DD,2021-09-11,DMY4,p2,True,True,1,2,2021-05-24,2021-05-24;2021-09-11,DMY4;YYYY,C:15138 T:11:09 2021.05.24 Best Before || SIB || 87N87,1.1,False,월/일틀림,002840.jpg,2021-09-11,640,small,A 2패스 후보에 정답 있음(선택 실패)
002848,2021-12-30,,DD.MM.YYYY,NONE,,,False,False,0,0,,,,fit  aktiv Sans agent conservateu Ohne Konservierungstoffe Sin conservantes Senza conservanti No preservatives Ry rokornbrott Pan intega sie gale Vollkornbrot 30.12021 22 delba || fne misuc ae  afrce  Aan  Rg    ue Not w ods net  PrroM netto || fit   aktiv San agenonerur ne onservierunge Sin consera,7.6,False,NONE,002848.jpg,NONE,640,small,D 후보 없음(미검출/전부 미인식)
002863,2021-08-30,,YYYY.MM.DD,NONE,,,False,False,0,0,,,, 1   T B F  T   T   Best heema.com Hallun- Ho Best Before: P.Box  P.O. Box 3 Made by SME8 8 Sha  L :48 90743 LJ E ||  1   H T T  T      est eerom P.Bo- 3-0. Bes Before: Made by P. Bx  Made byb RE     7:48  143  || 3 TE E      T T T Best.helemia.com P.Bor 3-L Halum-Holand Best Before: Pr. Bo. Made by,7.4,False,NONE,002863.jpg,NONE,640,small,D 후보 없음(미검출/전부 미인식)
002865,2023-02-03,,DD.MM.YYYY,NONE,,,False,False,0,0,,,,Rr0 || m C  DV  Tatal ||  || m     V. Total || Re2 I || M  || FRZLUTRICAID || EF L LFF 2-328 || 330 0094 || h    V  Si Fat g || BCET R 53020084 || aren 70 ||  || u O || ABELL CITRIC ACIE,4.7,False,NONE,002865.jpg,NONE,640,small,D 후보 없음(미검출/전부 미인식)
002867,2022-02-28,,DD.MM.YY,NONE,,,False,False,0,0,,,,Roll Brak Da cre 26202382 || RobllLJu K 26383322 || Rolb Br Da onsa rereno l  26202382 || Robb Bruts Ba cnsar || Robb Brak Da consumarsi  262023822 || Rolb irak 26202392,4.6,False,NONE,002867.jpg,NONE,640,small,D 후보 없음(미검출/전부 미인식)
002903,2020-07-22,,YYYY.MM.DD,2020-07-02,YYYY,p2,True,False,1,1,2020-07-22,2020-07-02,YYYY,ALMOND I SLICED EVERY DA WTH FRESI NUT FOR OUURFAMILY  || 122020.07.22 || 789 082 1 76 G  || 2  ,1.1,False,일만틀림,002903.jpg,2020-07-02,640,small,B 1패스엔 있었는데 2패스가 지움
002904,2023-03-NONE,,MM.YYYY,NONE,,,False,False,0,0,,,,SE35 || U53002939075 || HOPE 61 || 053002939075 || HDE 61 || 053002939075 || HOPE 61 || 7995 || US3002939075 || HOPE 21 61 || U53002939075 || HOPE 61 || U53002939075 || HOPE 61 || U53002939075 || HOPE 61 || 795 || 2 ||  || US3002939075 || HOFE 31 61 || 7335 || U53002939075 || HDPE 61 || EE || 3 || H,9.6,False,NONE,002904.jpg,NONE,2048,large,D 후보 없음(미검출/전부 미인식)
002918,2021-04-30,,DD.MM.YY,2030-04-02,YY,p2,True,False,1,1,2021-04-30,2030-04-02,YY,Best eeear || CH 231 30/04/21 || 175g S || Gallo ERDAM MY RISOTTO PERFETTO.hac || TRUFFLE - A LA TRUFFE   A IA TRUFA   COM TRUFAS,1.2,False,전부틀림,002918.jpg,2030-04-02,640,small,B 1패스엔 있었는데 2패스가 지움
002922,2021-09-12,,DD.MM.YYYY,NONE-12-09,MMDD,erode3/p1@640,False,False,1,1,NONE-12-09,NONE-12-09,MMDD,ERN || Bioland Landwirtschaft EU-/Nicht-EU. DE-OKO-001 || e42 || OER || Bioland  nwinschaft E NIh-EU. DE-OKO-001 1 || e42 || Knusper Musli - || Boland Landwirtschaft EU-/Nicht-EU DE-OKO-001 || e42 || 2.09 ||  || Roland || Landwirtschaft EU-Nh-EU. DE-OK0001 || e42 || 12.09,3.3,False,전부틀림,002922.jpg,NONE-12-09,640,small,C 후보는 있는데 전부 오답(오독)
002927,NONE-04-08,,MM.DD,NONE-04-05,MMDD,p2,True,False,1,1,NONE-04-08,NONE-04-05,MMDD, C A 0 0 P 04.08 RO744 20   2,1.6,False,일만틀림,002927.jpg,NONE-04-05,2048,large,B 1패스엔 있었는데 2패스가 지움
002928,NONE-04-08,,MM.DD,2024-08-20,YYMM_DAYLA,blur1/p1@640,False,False,2,2,2024-08-20;2024-08-NONE,2024-08-20;2024-08-NONE,YYMM;YYMM_DAYLA,  REOIA   9-08 ROP44  O 2 UF || PA ||   8A   08 FOP4E 3   2 UET ||  ||  S878 N  O R0P44 O8  O 2 Ci || A ||  d0 NA   04  R0T44 08  2 O ||  24-08 2O744   2  ||  N PA,5.4,False,전부틀림,002928.jpg,2024-08-20,640,small,C 후보는 있는데 전부 오답(오독)
002940,2022-07-29,,YYYY.MM.DD,2029-07-02,DDMMYY,p2,True,False,1,1,2022-07-29,2029-07-02,DDMMYY,a high conte thewurld.c Coconut is te ostourihin foosis || STORAGEKeep way No  l ea. CEA PRODUCT OF VIETNA No refnigertion required. COCOLIFE Coil. INEDIENT direct sunlight. www.381 2 A || VA351 || 2022/07/29,1.4,False,전부틀림,002940.jpg,2029-07-02,640,small,B 1패스엔 있었는데 2패스가 지움
002956,NONE,m,none,2021-01-02,YYYY,p2,False,False,1,1,2021-01-02,2021-01-02,YYYY,n || 1e || 151 || 31   || 100   || 0  0 24 || 0    || 0  || 0  || 8.00 kcal || 44 || ci.co.kr LDPE ||  || 2021.01.02 B 02:23 ,1.4,False,라벨NONE인데답함,002956.jpg,2021-01-02,1084,mid,C 후보는 있는데 전부 오답(오독)
